id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
2582,0,"Who is part of the cast of Twister, which also had Dylan McDermott in the cast, and also had a role in American Horror Story?","Dylan McDermott is part of the cast of Twister, which also had a role in American Horror Story.",Dylan McDermott,['Q53120'],,[]
2583,0,Which monster did Merian C. Cooper make?,King Kong is a monster made by Merian C. Cooper.,King Kong,"['Q160215', 'Q309048', 'Q1142862', 'Q216810']",,[]
2584,0,"Which person produced The Lady, which originated in the USA?","Joseph M. Schenck produced The Lady, which originated in the USA.",Joseph M. Schenck,['Q1707966'],,[]
2586,0,Tell me the agent in the United States Army military branch,The agent in the United States Army military branch is the United States Army Air Corps.,United States Army Air Corps,['Q2140008'],,[]
2587,0,Which religion is the religion of Seth Rogen and Isaac Asimov?,Judaism is the religion of Seth Rogen and Isaac Asimov.,Judaism,['Q9268'],,[]
2591,0,Which person is the screenwriter of Hot Fuzz?,Simon Pegg is the screenwriter of Hot Fuzz.,Simon Pegg,['Q238464'],,[]
2592,0,Who is the famous rocker that composed The House Bunny?,The famous rocker who composed The House Bunny is Waddy Wachtel.,Waddy Wachtel,['Q1344063'],,[]
2595,0,Who won a Tony Award for Best Actor in a Play?,Basil Rathbone won a Tony Award for Best Actor in a Play.,Basil Rathbone,['Q336865'],,[]
2598,0,What kind of painting is of Italian origin and it depicts a mountain ?,Mona Lisa is a painting of Italian origin that depicts a mountain.,Mona Lisa,"['Q574057', 'Q12418', 'Q3320055', 'Q1164190']",,[]
2600,0,"Who is the composer of the Icon Productions produced ""On the Road""?","The composer of the Icon Productions produced ""On the Road"" is Gustavo Santaolalla.",Gustavo Santaolalla,['Q312434'],,[]
2601,0,What person is Caleb Deschanel's child?,Zooey Deschanel is Caleb Deschanel's child.,Zooey Deschanel,['Q191719'],,[]
2602,0,Tell me the visual artwork that came after Superman II the Richard Donner cut,The visual artwork that came after Superman II the Richard Donner cut is Superman Returns.,Superman Returns,"['Q328695', 'Q655031']",,[]
2603,0,Colleen Dewhurst won which Primetime Emmy Award?,Colleen Dewhurst won the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series.,Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series,['Q2981152'],,[]
2604,0,Which person lives in London (the one that is the birthplace of Paul Haggis)?,"David Gilmour lives in London, which is the birthplace of Paul Haggis.",David Gilmour,"['Q178517', 'Q1174548']",,[]
2605,0,Myocardial infarction is associated with what symptom?,Nausea is a symptom associated with myocardial infarction.,nausea,['Q186889'],,[]
2606,0,Which TV film features Richard Burton as a cast member?,The Gathering Storm features Richard Burton as a cast member.,The Gathering Storm,"['Q3778705', 'Q7735964']",,[]
2607,0,What person is a cast member of The Host whose release territory is Japan?,Scott Wilson is a cast member of The Host whose release territory is Japan.,Scott Wilson,"['Q718135', 'Q7437527', 'Q3952879', 'Q7437525', 'Q16225692']",,[]
2608,0,Which person is Rachel Bilson's spouse?,Hayden Christensen is Rachel Bilson's spouse.,Hayden Christensen,['Q192812'],,[]
2609,0,What movie is based on Bedazzled (the one that has Raquel Welch as a cast member)?,Bedazzled is based on the movie that has Raquel Welch as a cast member.,Bedazzled,"['Q464252', 'Q934251']",,[]
2612,0,Which real-time strategy video game is distributed on DVD?,East India Company is a real-time strategy video game that is distributed on DVD.,East India Company,"['Q83164', 'Q3046517']",,[]
2614,0,"What language is spoken in a sovereign state with Kabul, the capital of Afghanistan ?","Pashto is spoken in Kabul, the capital of Afghanistan.",Pashto,['Q58680'],,[]
2615,0,Tell me the person who is Rebecca's production designer.,Lyle R. Wheeler is Rebecca's production designer.,Lyle R. Wheeler,['Q586320'],,[]
2616,0,Who died in Truro?,Edward Woodward died in Truro.,Edward Woodward,"['Q712968', 'Q5345987']",,[]
2622,0,Bryan Ferry and Simple Minds both famously represent which music scene?,New Romanticism is famously represented by Bryan Ferry and Simple Minds.,New Romanticism,['Q597240'],,[]
2623,0,Which printed work is published in Chester in the UK?,Bangor is a printed work that is published in Chester in the UK.,Bangor,"['Q327012', 'Q234178', 'Q23681616']",,[]
2629,0,Who is Joni Mitchell's spouse?,Joni Mitchell is married to Larry Klein.,Larry Klein,['Q1806079'],,[]
2631,0,Lee University and Washington are both found in which independent city?,Lexington is the independent city where both Lee University and Washington are found.,Lexington,"['Q49241', 'Q501761', 'Q929667']",,[]
2632,0,Which mechanical wave includes Camel in famous people?,Space rock is a mechanical wave that includes Camel in famous people.,space rock,['Q236913'],,[]
2637,0,Who died in the Pennsylvania city where Keith Jarrett was born?,Henry King died in the Pennsylvania city where Keith Jarrett was born.,Henry King,"['Q269505', 'Q5724334', 'Q16852461']",,[]
2638,0,Which muscial genre is associated with Van Morrison?,Van Morrison is associated with Celtic music.,Celtic music,['Q854451'],,[]
2639,0,Which administrative territorial entity has Spartanburg as its capital?,Spartanburg County is the administrative territorial entity that has Spartanburg as its capital.,Spartanburg County,['Q507488'],,[]
2643,0,Who directed Rosemary's Baby (the one whose distributor is Paramount Pictures)?,"Roman Polanski directed Rosemary's Baby, whose distributor is Paramount Pictures.",Roman Polanski,['Q51552'],,[]
2645,0,Which film features Iftekhar as a cast member?,Rocky features Iftekhar as a cast member.,Rocky,"['Q188652', 'Q1078084', 'Q7355720', 'Q326851']",,[]
2646,0,What is the name of the person who has the Warner Music Group record label and also works as a television presenter?,Alaska is the name of the person who has the Warner Music Group record label and also works as a television presenter.,Alaska,"['Q797', 'Q1479235', 'Q1199942']",,[]
2647,0,What term is different from the German-Soviet War and is a significant event that happened in the Soviet Union?,The Great Patriotic War is significant event that happened in the Soviet Union and is different from the German-Soviet War.,Great Patriotic War,['Q19896779'],,[]
2649,0,Who was the narrator of the English language version of Spider Man 3?,Bruce Campbell narrated the English language version of Spider Man 3.,Bruce Campbell,"['Q309932', 'Q4977226', 'Q4977227', 'Q3645455', 'Q15030303', 'Q4977225', 'Q4977232']",,[]
2651,0,What person is reported in the organization that has the Senate of Canada as a component?,James Brown is reported in the organization that has the Senate of Canada as a component.,James Brown,"['Q5950', 'Q1592759', 'Q6130347', 'Q635131', 'Q16059754', 'Q6130341', 'Q16229836', 'Q3806473', 'Q6130307', 'Q6130327', 'Q1179470', 'Q6130333', 'Q21003859', 'Q6130331', 'Q6130319']",,[]
2654,0,Queen Latifah records on which label?,The label on which Queen Latifah records is Verve Records.,Verve Records,['Q1124849'],,[]
2655,0,What literary award's country equals the sovereign state with citizen James Taylor (the one that is related to sport cricket)?,The Arthur C. Clarke Award is a literary award in the sovereign state that is related to the sport cricket and has a citizen named James Taylor.,Arthur C. Clarke Award,['Q708830'],,[]
2660,0,Who was born in Glen Cove?,Ashanti was born in Glen Cove.,Ashanti,"['Q161877', 'Q724770', 'Q4804567']",,[]
2662,0,What television series has Carroll O'Connor as a cast member and whose genre is police procedural?,In the Heat of the Night is a police procedural television series that has Carroll O'Connor as a cast member.,In the Heat of the Night,"['Q622240', 'Q1247708']",,[]
2667,0,What person narrated Mickey's Magical Christmas: Snowed in at the House of Mouse?,John Cleese narrated Mickey's Magical Christmas: Snowed in at the House of Mouse.,John Cleese,['Q25014'],,[]
2668,0,Which movie nominated for an Independent Spirit Award for Best Director is a 20th Century Fox production?,"Salvador, a 20th Century Fox production, was nominated for an Independent Spirit Award for Best Director.",Salvador,"['Q1348423', 'Q36947', 'Q1807861']",,[]
2669,0,Tell me the philosophy that is a part of philosophy,The philosophy of science is a part of the philosophy.,philosophy of science,['Q59115'],,[]
2678,0,What mystical creature is the main focus of Bram Stoker's Dracula (the one that was nominated for Academy Award for Best Costume Design) ?,"The vampire is the main focus of Bram Stoker's Dracula, which was nominated for the Academy Award for Best Costume Design.",vampire,['Q46721'],,[]
2679,0,Which person was nominated for an Academy Award for Best Production Design and is the production designer for Anatomy of a Murder?,Howard Bristol was nominated for an Academy Award for Best Production Design and is the production designer for Anatomy of a Murder.,Howard Bristol,['Q1631735'],,[]
2681,0,The capital city of which ceremonial county of England is headquarters of Lincoln City F.C.?,Lincolnshire is the ceremonial county of England where Lincoln City F.C. is headquartered.,Lincolnshire,['Q23090'],,[]
2682,0,What is the film shot in Malta written by Author Alexandre Dumas?,The Count of Monte Cristo is a film shot in Malta written by Author Alexandre Dumas.,The Count of Monte Cristo,"['Q839596', 'Q572415', 'Q2281767', 'Q191838', 'Q3221676', 'Q1961869', 'Q3221680', 'Q571177', 'Q3322533']",,[]
2685,0,"What film has Zhang Ziyi as a cast member and was nominated for an Academy Award for Best Writing, Adapted Screenplay?","Crouching Tiger, Hidden Dragon is the film that has Zhang Ziyi as a cast member and was nominated for an Academy Award for Best Writing, Adapted Screenplay.","Crouching Tiger, Hidden Dragon",['Q273978'],,[]
2688,0,Which record label is headquartered in Cincinnati?,King Records is headquartered in Cincinnati.,King Records,"['Q1328605', 'Q1742077']",,[]
2694,0,Which German citizen is a member of Kickers Offenbach?,Peter Berg is a German citizen who is a member of the Kickers Offenbach soccer club.,Peter Berg,"['Q183141', 'Q2073906']",,[]
2698,0,What work uses Akira Ishida as a voice actor?,Bleach: The DiamondDust Rebellion uses Akira Ishida as a voice actor.,Bleach: The DiamondDust Rebellion,['Q804429'],,[]
2699,0,The cast of which visual artwork includes Boston-born Paul Guilfoyle and Chiwetel Ejiofor?,Amistad is a visual artwork that includes Boston-born Paul Guilfoyle and Chiwetel Ejiofor.,Amistad,['Q472361'],,[]
2701,0,What are the names of the higher education institutions that are located in Bryn Mawr?,Bryn Mawr College is located in Bryn Mawr.,Bryn Mawr College,['Q995265'],,[]
2702,0,Which movie was shot in Cincinnati?,The Ides of March was shot in Cincinnati.,The Ides of March,['Q543581'],,[]
2711,0,Who was involved in the War of the Austrian Succession?,James Stewart was involved in the War of the Austrian Succession.,James Stewart,"['Q102462', 'Q6143663', 'Q6143660', 'Q6143648', 'Q6143635', 'Q6143652', 'Q16244638', 'Q16031302', 'Q1681129']",,[]
2713,0,Which band formed at the institution of higher learning attended by Daniel Wu?,Oregon formed at the institution of higher learning attended by Daniel Wu.,Oregon,"['Q824', 'Q2029514']",,[]
2714,0,What time zone matches the time zone of Arkansas and also the time zone of Mississippi (in the USA) ?,The time zone that matches the time zone of Arkansas and also the time zone of Mississippi (in the USA) is the Central Time Zone.,Central Time Zone,['Q2086913'],,[]
2716,0,Which organization publishes the entertainment property based on the neo-noir Batman Forever?,Acclaim Entertainment publishes the entertainment property based on the neo-noir Batman Forever.,Acclaim Entertainment,['Q339228'],,[]
2719,0,Loretta Young died as a result of which disease?,The disease that Loretta Young died as a result of is ovarian cancer.,ovarian cancer,['Q172341'],,[]
2725,0,I need to know the island that is the twinned administrative body of the province of Canada that is where Legends of the Fall got filmed.,Hokkaidﾅ� is the island that is the twinned administrative body of the province of Canada that is where Legends of the Fall got filmed.,Hokkaidﾅ�,[],,[]
2726,0,Who composed the visual artwork with Charles Rosher as director of photography?,The visual artwork was composed by Friedrich Hollaender with Charles Rosher as the director of photography.,Friedrich Hollaender,['Q213900'],,[]
2727,0,Who is the English-speaking director of The Bridge on the River Kwai ?,David Lean is the English-speaking director of The Bridge on the River Kwai.,David Lean,['Q55260'],,[]
